"state","year","mean_temperature"
"wisconsin",1996,40.4083333333333
"wisconsin",1997,42.2916666666667
"wisconsin",1998,47.3333333333333
"wisconsin",1999,45.4916666666667
"wisconsin",2000,44.4333333333333
"wisconsin",2001,44.5333333333333
"wisconsin",2002,44.725
"wisconsin",2003,43.1666666666667
"wisconsin",2004,43.7
"wisconsin",2005,45.1416666666667
"wisconsin",2006,45.6166666666667
"wisconsin",2007,45.175
"wisconsin",2008,41.9666666666667
"wisconsin",2009,42.1416666666667
"wisconsin",2010,45.5166666666667
"wisconsin",2011,43.775
"wisconsin",2012,47.4166666666667
"wisconsin",2013,42.3333333333333
"wisconsin",2014,39.7166666666667
"wisconsin",2015,44.4916666666667
"wyoming",1992,42.7333333333333
"wyoming",1993,38.625
"wyoming",1994,42.8083333333333
"wyoming",1995,41.6833333333333
"wyoming",1996,41.1583333333333
"wyoming",1997,41.2
"wyoming",1998,42.55
"wyoming",1999,42.9916666666667
"wyoming",2000,42.8
"wyoming",2001,43.1166666666667
"wyoming",2002,41.2166666666667
"wyoming",2003,43.0416666666667
"wyoming",2004,42.375
"wyoming",2005,43.075
"wyoming",2006,43.05
"wyoming",2007,43.5166666666667
"wyoming",2008,40.6333333333333
"wyoming",2009,41.1083333333333
"wyoming",2010,41.5583333333333
"wyoming",2011,41.175
"wyoming",2012,44.7416666666667
"wyoming",2013,41.8416666666667
"wyoming",2014,41.85
"wyoming",2015,44.2916666666667
